cve_id,true_label,predicted_risk,epss_score
CVE-2026-41104,0,0.823253641592097,0.00922
CVE-2026-48491,0,0.823253641592097,0.00245
CVE-2026-48020,0,0.823253641592097,0.00591
CVE-2026-1699,0,0.823253641592097,0.00504
CVE-2026-50746,0,0.823253641592097,0.00922
CVE-2025-59503,0,0.823253641592097,0.007
CVE-2026-53622,0,0.823253641592097,0.0024
CVE-2026-20223,0,0.823253641592097,0.00835
CVE-2026-30836,0,0.823253641592097,0.00296
CVE-2025-41656,0,0.823253641592097,0.10033
CVE-2026-56004,0,0.823253641592097,0.00375
CVE-2025-20309,0,0.823253641592097,0.01061
CVE-2026-54309,0,0.823253641592097,0.00403
CVE-2026-32169,0,0.823253641592097,0.0055
CVE-2026-2778,0,0.823253641592097,0.00483
CVE-2025-10035,1,0.823253641592097,0.99614
CVE-2026-2776,0,0.823253641592097,0.00483
CVE-2026-45444,0,0.823253641592097,0.00282
CVE-2026-2768,0,0.823253641592097,0.00366
CVE-2024-41794,0,0.823253641592097,0.00614
CVE-2026-2760,0,0.823253641592097,0.00395
CVE-2025-30933,0,0.823253641592097,0.00338
CVE-2026-42960,0,0.823253641592097,0.00249
CVE-2025-49752,0,0.823253641592097,0.00918
CVE-2025-41115,0,0.823253641592097,0.17653
CVE-2026-22557,0,0.823253641592097,0.15601
CVE-2026-12847,0,0.823253641592097,0.00427
CVE-2026-12846,0,0.823253641592097,0.00427
CVE-2026-35051,0,0.823253641592097,0.00267
CVE-2025-47916,0,0.823253641592097,0.84852
CVE-2026-57719,0,0.823253641592097,0.00358
CVE-2022-31491,0,0.823253641592097,0.0075
CVE-2026-57811,0,0.823253641592097,0.0032
CVE-2026-46389,0,0.823253641592097,0.00341
CVE-2025-61934,0,0.823253641592097,0.00605
CVE-2026-36767,0,0.823253641592097,0.00412
CVE-2025-37164,1,0.823253641592097,0.89733
CVE-2026-39858,0,0.823253641592097,0.00479
CVE-2026-12485,0,0.823253641592097,0.00436
CVE-2017-20230,0,0.823253641592097,0.00641
CVE-2025-54328,0,0.823253641592097,0.0052
CVE-2025-12539,0,0.823253641592097,0.01041
CVE-2025-32660,0,0.823253641592097,0.00403
CVE-2025-24786,0,0.823253641592097,0.0263
CVE-2026-33478,0,0.823253641592097,0.13266
CVE-2025-53833,0,0.823253641592097,0.09357
CVE-2025-0505,0,0.823253641592097,0.00576
CVE-2024-11186,0,0.823253641592097,0.00641
CVE-2026-23800,0,0.823253641592097,0.00469
CVE-2025-61481,0,0.823253641592097,0.00279
CVE-2026-39861,0,0.823253641592097,0.00518
CVE-2026-3587,0,0.823253641592097,0.00679
CVE-2025-29813,0,0.823253641592097,0.01533
CVE-2025-70841,0,0.823253641592097,0.00383
CVE-2026-53576,0,0.823253641592097,0.00472
CVE-2026-49869,0,0.823253641592097,0.00684
CVE-2026-54350,0,0.823253641592097,0.00538
CVE-2025-60219,0,0.823253641592097,0.00364
CVE-2025-5120,0,0.823253641592097,0.18654
CVE-2025-32433,1,0.823253641592097,0.97859
CVE-2025-58384,0,0.823253641592097,0.00678
CVE-2025-0982,0,0.823253641592097,0.00251
CVE-2026-25520,0,0.823253641592097,0.00782
CVE-2026-25587,0,0.823253641592097,0.00645
CVE-2026-56413,0,0.823253641592097,0.03081
CVE-2025-5243,0,0.823253641592097,0.01536
CVE-2024-43243,0,0.823253641592097,0.00515
CVE-2025-65041,0,0.823253641592097,0.00705
CVE-2025-10878,0,0.823253641592097,0.00602
CVE-2025-29270,0,0.823253641592097,0.00329
CVE-2025-52691,1,0.823253641592097,0.85457
CVE-2026-56415,0,0.823253641592097,0.03074
CVE-2025-15638,0,0.823253641592097,0.0057
CVE-2026-32871,0,0.823253641592097,0.01011
CVE-2025-22654,0,0.823253641592097,0.00891
CVE-2026-34208,0,0.823253641592097,0.00561
CVE-2026-34444,0,0.823253641592097,0.00613
CVE-2026-34976,0,0.823253641592097,0.00452
CVE-2025-42890,0,0.823253641592097,0.00671
CVE-2025-52665,0,0.823253641592097,0.40972
CVE-2025-26615,0,0.823253641592097,0.00706
CVE-2026-35431,0,0.823253641592097,0.00511
CVE-2026-33819,0,0.823253641592097,0.0084
CVE-2025-20188,0,0.823253641592097,0.17894
CVE-2025-65037,0,0.823253641592097,0.00884
CVE-2026-21718,0,0.823253641592097,0.00428
